"ブランド","品番","カラーNo","ｻｲｽﾞ","品名","カラー名","OEM区分","倉庫ｺｰﾄﾞ","倉庫名","ﾛｹｰｼｮﾝ","可能在庫数","出荷残数","ｷｰﾌﾟ残数","現在庫数","原単価","原価額","預かり区分","年月度","前月在庫数","入荷数","出荷数","入庫数","出庫数","振替数(+)","振替数(-)","調整数","棚卸差異","未入庫数"
"一般SG","5010","52","0","５０１０","ﾗｲﾄﾌﾞﾗｳﾝｸﾘｱ","プロパー","1","物流部倉庫","0","53.00","1.00","50.00","104.00","0.00","-100860","自社","2026/09","105.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5010P","1","0","５０１０Ｐ","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","0.00","0.00","116.00","116.00","346.50","40194","自社","2026/09","116.00","0","0","0","0","0","0","0","0","0.00"
"一般SG","5010P","11","0","５０１０Ｐ","ｽﾓｰｸｸﾘｱ","プロパー","1","物流部倉庫","0","0.00","0.00","1.00","1.00","346.50","347","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"一般SG","5012","1","0","５０１２","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","473.00","0.00","85.00","558.00","250.80","139946","自社","2026/09","566.00","0.00","3.00","0.00","5.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5012","12","0","５０１２","ﾌﾞﾗｳﾝｸﾘｱ","プロパー","1","物流部倉庫","0","2.00","0.00","35.00","37.00","242.55","8974","自社","2026/09","39.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5012","18","0","５０１２","ｵﾘｰﾌﾞｸﾘｱ","プロパー","1","物流部倉庫","0","94.00","0.00","15.00","109.00","242.55","26438","自社","2026/09","110.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5012","21","0","５０１２","ｸﾞﾚｰｸﾘｱ","プロパー","1","物流部倉庫","0","312.00","0.00","139.00","451.00","242.55","109390","自社","2026/09","458.00","0.00","4.00","0.00","3.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5012","22","0","５０１２","ﾌﾞﾗｳﾝﾃﾞﾐ","プロパー","1","物流部倉庫","0","0.00","0.00","1.00","1.00","270.60","271","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"一般SG","5012","31","0","５０１２","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","180.00","0.00","92.00","272.00","242.55","65974","自社","2026/09","280.00","0.00","2.00","0.00","6.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5012","42","0","５０１２","ﾐﾙｷｰﾌﾞﾗｳﾝ","プロパー","1","物流部倉庫","0","1.00","0.00","33.00","34.00","242.55","8247","自社","2026/09","36.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5012","52","0","５０１２","ﾌﾞﾗｳﾝｸﾘｱ","プロパー","1","物流部倉庫","0","221.00","0.00","133.00","354.00","242.55","85863","自社","2026/09","364.00","0.00","3.00","0.00","7.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5012","62","0","５０１２","ﾍﾞｰｼﾞｭｸﾘｱ","プロパー","1","物流部倉庫","0","92.00","0.00","165.00","257.00","242.55","62335","自社","2026/09","264.00","0.00","2.00","0.00","5.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5013","1","0","５０１３","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","323.00","0.00","218.00","541.00","297.00","160677","自社","2026/09","550.00","0.00","2.00","0.00","7.00","0.00","0.00","0.00","0.00","1.00"
"一般SG","5013","11","0","５０１３","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","1.00","0.00","215.00","216.00","297.00","64152","自社","2026/09","225.00","0.00","3.00","0.00","6.00","0.00","0.00","0.00","0.00","1.00"
"一般SG","5013","12","0","５０１３","ﾐﾙｷｰﾌﾞﾗｳﾝ","プロパー","1","物流部倉庫","0","33.00","0.00","0.00","33.00","297.00","9801","自社","2026/09","34.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5013","19","0","５０１３","ﾗｲﾄﾌﾞﾗｳﾝｸﾘｱ","プロパー","1","物流部倉庫","0","186.00","0.00","23.00","209.00","297.00","62073","自社","2026/09","209.00","0","0","0","0","0","0","0","0","0.00"
"一般SG","5013","2","0","５０１３","ﾌﾞﾗｳﾝﾃﾞﾐ","プロパー","1","物流部倉庫","0","0.00","0.00","204.00","204.00","297.00","60588","自社","2026/09","215.00","0.00","5.00","0.00","6.00","0.00","0.00","0.00","0.00","1.00"
"一般SG","5013","21","0","５０１３","ﾐﾙｷｰｸﾞﾚｰ","プロパー","1","物流部倉庫","0","67.00","0.00","0.00","67.00","297.00","19899","自社","2026/09","67.00","0","0","0","0","0","0","0","0","0.00"
"一般SG","5013","31","0","５０１３","ﾗｲﾄｸﾞﾚｰｸﾘｱ","プロパー","1","物流部倉庫","0","47.00","0.00","23.00","70.00","297.00","20790","自社","2026/09","70.00","0","0","0","0","0","0","0","0","0.00"
"一般SG","5013","9","0","５０１３","ﾗｲﾄﾌﾞﾗｳﾝｸﾘｱ","プロパー","1","物流部倉庫","0","6.00","0.00","1.00","7.00","311.85","2183","自社","2026/09","7.00","0","0","0","0","0","0","0","0","0.00"
"一般SG","5015","1","0","５０１５","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","244.00","0.00","63.00","307.00","380.10","116691","自社","2026/09","317.00","0.00","4.00","0.00","6.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5015","12","0","５０１５","ﾐﾙｷｰﾌﾞﾗｳﾝ","プロパー","1","物流部倉庫","0","193.00","0.00","0.00","193.00","380.10","73359","自社","2026/09","193.00","0","0","0","0","0","0","0","0","0.00"
"一般SG","5015","2","0","５０１５","ﾌﾞﾗｳﾝﾃﾞﾐ","プロパー","1","物流部倉庫","0","193.00","0.00","61.00","254.00","380.10","96545","自社","2026/09","261.00","0.00","2.00","0.00","5.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5015","6","0","５０１５","ﾋﾟﾝｸｸﾘｱ","プロパー","1","物流部倉庫","0","144.00","0.00","23.00","167.00","380.10","63477","自社","2026/09","167.00","0","0","0","0","0","0","0","0","0.00"
"一般SG","5020","1","0","５０２０","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","0.00","0.00","116.00","116.00","283.80","32921","自社","2026/09","122.00","0.00","3.00","0.00","3.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5020","12","0","５０２０","ﾌﾞﾗｳﾝﾃﾞﾐ","プロパー","1","物流部倉庫","0","0.00","0.00","67.00","67.00","283.80","19015","自社","2026/09","70.00","0.00","3.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5024","1","0","５０２４","ｸﾞﾚｰｸﾘｱ","プロパー","1","物流部倉庫","0","115.00","0.00","84.00","199.00","242.55","48267","自社","2026/09","204.00","0.00","4.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5024","2","0","５０２４","ﾌﾞﾗｳﾝﾃﾞﾐ","プロパー","1","物流部倉庫","0","131.00","0.00","83.00","214.00","270.60","57908","自社","2026/09","219.00","0.00","2.00","0.00","3.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5024","3","0","５０２４","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","140.00","0.00","92.00","232.00","242.55","56272","自社","2026/09","236.00","0.00","3.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5024","8","0","５０２４","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","210.00","0.00","87.00","297.00","242.55","72037","自社","2026/09","302.00","0.00","2.00","0.00","3.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5025","1","0","５０２５","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","1.00","0.00","69.00","70.00","292.05","20444","自社","2026/09","70.00","0.00","0.00","1.00","1.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5025","2","0","５０２５","ﾌﾞﾗｳﾝｸﾘｱ","プロパー","1","物流部倉庫","0","462.00","0.00","72.00","534.00","316.80","169171","自社","2026/09","536.00","0.00","2.00","1.00","1.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5032","21","0","５０３２","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","128.00","0.00","59.00","187.00","242.55","45357","自社","2026/09","202.00","0.00","5.00","0.00","10.00","0.00","0.00","0.00","0.00","1.00"
"一般SG","5032","32","0","５０３２","ﾌﾞﾗｳﾝｸﾘｱ","プロパー","1","物流部倉庫","0","249.00","0.00","126.00","375.00","242.55","90956","自社","2026/09","383.00","0.00","2.00","0.00","6.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5032","41","0","５０３２","ｽﾓｰｸｸﾘｱ","プロパー","1","物流部倉庫","0","254.00","0.00","64.00","318.00","242.55","77131","自社","2026/09","327.00","0.00","6.00","0.00","3.00","0.00","0.00","0.00","0.00","1.00"
"一般SG","5032","42","0","５０３２","ﾌﾞﾗｳﾝﾃﾞﾐ","プロパー","1","物流部倉庫","0","188.00","0.00","84.00","272.00","270.60","73603","自社","2026/09","288.00","0.00","4.00","1.00","13.00","0.00","0.00","0.00","0.00","1.00"
"一般SG","5032","51","0","５０３２","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","0.00","0.00","1.00","1.00","242.55","243","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"一般SG","5032","52","0","５０３２","ｼｬﾝﾊﾟﾝｸﾘｱ","プロパー","1","物流部倉庫","0","444.00","0.00","76.00","520.00","235.95","122694","自社","2026/09","526.00","0.00","2.00","0.00","4.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5043","1","0","５０４３","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","650.00","0.00","105.00","755.00","242.55","183125","自社","2026/09","759.00","0.00","4.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5043","11","0","５０４３","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","91.00","0.00","57.00","148.00","242.55","35897","自社","2026/09","226.00","0.00","11.00","0.00","67.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5043","12","0","５０４３","ﾌﾞﾗｳﾝﾃﾞﾐ","プロパー","1","物流部倉庫","0","0.00","0.00","24.00","24.00","270.60","6494","自社","2026/09","35.00","0.00","7.00","0.00","4.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5043","2","0","５０４３","ﾌﾞﾗｳﾝﾃﾞﾐ","プロパー","1","物流部倉庫","0","102.00","0.00","53.00","155.00","270.60","41943","自社","2026/09","165.00","0.00","4.00","0.00","6.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5043","21","0","５０４３","ﾗｲﾄｸﾞﾚｰ","プロパー","1","物流部倉庫","0","263.00","0.00","23.00","286.00","242.55","69369","自社","2026/09","293.00","0.00","7.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5045","1","0","５０４５","ﾌﾞﾗｯｸ/ｼﾙﾊﾞｰ","プロパー","1","物流部倉庫","0","121.00","0.00","78.00","199.00","330.00","65670","自社","2026/09","270.00","0.00","57.00","2.00","16.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5045","11","0","５０４５","ﾌﾞﾗｯｸ/ｶﾞﾝ","プロパー","1","物流部倉庫","0","0.00","0.00","1.00","1.00","330.00","330","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"一般SG","5045","2","0","５０４５","ﾌﾞﾗｳﾝﾃﾞﾐ/ｼﾙﾊﾞｰｺﾞｰﾙﾄﾞ","プロパー","1","物流部倉庫","0","17.00","0.00","160.00","177.00","356.40","63083","自社","2026/09","218.00","0.00","30.00","2.00","13.00","0.00","0.00","0.00","0.00","0.00"
"LAGUA GEM SG ﾊﾞﾛｯｸ","510JSA561381","020","0","５１０ＪＳＡ５６－１３８１","ﾌﾞﾗｯｸ","OEM","1","物流部倉庫","0","10.00","0.00","0.00","10.00","300.30","3003","自社","2026/09","10.00","0","0","0","0","0","0","0","0","0.00"
"LAGUA GEM SG ﾊﾞﾛｯｸ","510JSA561381","060","0","５１０ＪＳＡ５６－１３８１","ﾌﾞﾗｳﾝﾃﾞﾐ","OEM","1","物流部倉庫","0","10.00","0.00","0.00","10.00","275.55","2756","自社","2026/09","10.00","0","0","0","0","0","0","0","0","0.00"
"LAGUA GEM SG ﾊﾞﾛｯｸ","510JSA561381","070","0","５１０ＪＳＡ５６－１３８１","ﾍﾞｰｼﾞｭ","OEM","1","物流部倉庫","0","10.00","0.00","0.00","10.00","300.30","3003","自社","2026/09","10.00","0","0","0","0","0","0","0","0","0.00"
"LAGUA GEM SG ﾊﾞﾛｯｸ","510JSA562911","020","0","５１０ＪＳＡ５６－２９１１","ﾌﾞﾗｯｸ","OEM","1","物流部倉庫","0","10.00","0.00","0.00","10.00","267.30","2673","自社","2026/09","10.00","0","0","0","0","0","0","0","0","0.00"
"LAGUA GEM SG ﾊﾞﾛｯｸ","510JSA562911","060","0","５１０ＪＳＡ５６－２９１１","ﾌﾞﾗｳﾝｸﾘｱ","OEM","1","物流部倉庫","0","5.00","0.00","0.00","5.00","292.05","1460","自社","2026/09","5.00","0","0","0","0","0","0","0","0","0.00"
"一般SG","5145","11","0","５１４５","ﾌﾞﾗｯｸﾏｯﾄ","プロパー","1","物流部倉庫","0","15.00","0.00","0.00","15.00","516.00","7740","自社","2026/09","15.00","0","0","0","0","0","0","0","0","0.00"
"一般SG","5155","1","0","５１５５","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","25.00","0.00","74.00","99.00","316.80","31363","自社","2026/09","177.00","0.00","72.00","0.00","6.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5155","12","0","５１５５","ﾌﾞﾗｳﾝﾃﾞﾐ","プロパー","1","物流部倉庫","0","0.00","0.00","1.00","1.00","343.20","343","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"一般SG","5155","8","0","５１５５","ｶｰｷｸﾘｱ","プロパー","1","物流部倉庫","0","0.00","0.00","35.00","35.00","343.20","12012","自社","2026/09","35.00","0","0","0","0","0","0","0","0","0.00"
"一般SG","5155","9","0","５１５５","ｵﾌﾎﾜｲﾄｸﾘｱ","プロパー","1","物流部倉庫","0","130.00","0.00","16.00","146.00","343.20","50107","自社","2026/09","147.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5175","1","0","５１７５","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","91.00","0.00","88.00","179.00","249.15","44598","自社","2026/09","207.00","0.00","9.00","1.00","20.00","0.00","0.00","0.00","0.00","1.00"
"一般SG","5175","11","0","５１７５","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","124.00","0.00","17.00","141.00","249.15","35130","自社","2026/09","142.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5175","12","0","５１７５","ﾌﾞﾗｳﾝﾃﾞﾐ","プロパー","1","物流部倉庫","0","1.00","0.00","46.00","47.00","275.55","12951","自社","2026/09","64.00","0.00","6.00","1.00","12.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5175","18","0","５１７５","ｸﾞﾚｰｸﾘｱ","プロパー","1","物流部倉庫","0","129.00","0.00","60.00","189.00","249.15","47089","自社","2026/09","214.00","0.00","9.00","1.00","17.00","0.00","0.00","0.00","0.00","1.00"
"一般SG","5175","8","0","５１７５","ｵﾘｰﾌﾞｸﾘｱ","プロパー","1","物流部倉庫","0","200.00","0.00","71.00","271.00","249.15","67520","自社","2026/09","288.00","0.00","9.00","1.00","9.00","0.00","0.00","0.00","0.00","1.00"
"一般SG","5314","1","0","５３１４","ｸﾞﾚｰｸﾘｱ","プロパー","1","物流部倉庫","0","0.00","0.00","1.00","1.00","310.20","310","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"一般SG","5314","11","0","５３１４","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","227.00","0.00","52.00","279.00","310.20","86546","自社","2026/09","285.00","0.00","5.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5314","12","0","５３１４","ﾌﾞﾗｳﾝﾃﾞﾐ","プロパー","1","物流部倉庫","0","216.00","0.00","0.00","216.00","310.20","67003","自社","2026/09","216.00","0","0","0","0","0","0","0","0","0.00"
"一般SG","5314","2","0","５３１４","ｼｬﾝﾊﾟﾝｸﾘｱ/ﾌﾞﾗｳﾝﾃﾞﾐ","プロパー","1","物流部倉庫","0","64.00","0.00","23.00","87.00","310.20","26987","自社","2026/09","87.00","0","0","0","0","0","0","0","0","0.00"
"一般SG","5314","21","0","５３１４","ｸﾞﾚｰｸﾘｱ","プロパー","1","物流部倉庫","0","213.00","0.00","61.00","274.00","310.20","84995","自社","2026/09","284.00","0.00","4.00","0.00","6.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5314","22","0","５３１４","ﾌﾞﾗｳﾝｸﾘｱ","プロパー","1","物流部倉庫","0","104.00","0.00","0.00","104.00","310.20","32261","自社","2026/09","106.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5336P","1","0","５３３６Ｐ","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","6.00","0.00","849.00","855.00","419.10","358331","自社","2026/09","880.00","0.00","24.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5336P","12","0","５３３６Ｐ","ｲｴﾛｰﾃﾞﾐ","プロパー","1","物流部倉庫","0","0.00","0.00","1.00","1.00","471.90","472","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"一般SG","5336P","2","0","５３３６Ｐ","ﾌﾞﾗｳﾝﾃﾞﾐ","プロパー","1","物流部倉庫","0","0.00","0.00","407.00","407.00","419.10","170574","自社","2026/09","426.00","0.00","17.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5404","11","0","５４０４","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","6.00","0.00","0.00","6.00","388.20","2329","自社","2026/09","6.00","0","0","0","0","0","0","0","0","0.00"
"一般SG","5584","1","0","５５８４","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","0.00","0.00","68.00","68.00","445.50","30294","自社","2026/09","208.00","0.00","129.00","1.00","12.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5584","11","0","５５８４","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","131.00","0.00","70.00","201.00","419.10","84239","自社","2026/09","207.00","0.00","7.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5584","12","0","５５８４","ﾗｲﾄﾌﾞﾗｳﾝｸﾘｱ","プロパー","1","物流部倉庫","0","176.00","1.00","95.00","272.00","419.10","113995","自社","2026/09","286.00","0.00","14.00","1.00","1.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5584","2","0","５５８４","ﾌﾞﾗｳﾝﾃﾞﾐ","プロパー","1","物流部倉庫","0","0.00","0.00","48.00","48.00","445.50","21384","自社","2026/09","77.00","0.00","28.00","1.00","2.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5584","21","0","５５８４","ﾗｲﾄｸﾞﾚｰｸﾘｱ/ｼﾙﾊﾞｰ","プロパー","1","物流部倉庫","0","98.00","0.00","103.00","201.00","419.10","84239","自社","2026/09","203.00","0.00","2.00","1.00","1.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5584","22","0","５５８４","ﾌﾞﾗｳﾝﾃﾞﾐ","プロパー","1","物流部倉庫","0","248.00","0.00","105.00","353.00","445.50","157262","自社","2026/09","363.00","0.00","10.00","1.00","1.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","5584","3","0","５５８４","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","37.00","0.00","209.00","246.00","445.50","109593","自社","2026/09","357.00","0.00","102.00","1.00","10.00","0.00","0.00","0.00","0.00","0.00"
